ts,cpu_total_pct,mem_used_bytes,mem_total_bytes,proc_rss_bytes,disk_read_bytes,disk_write_bytes,net_bytes_sent,net_bytes_recv
1760290570.7124915,51.6,17298599936,134892691456,167907328,35831015936,583762211840,440796513795,480408548698
1760290571.2134814,51.6,17300664320,134892691456,167907328,35831015936,583762211840,440796514116,480408549019
1760290571.7144775,51.7,17299918848,134892691456,167907328,35831015936,583762211840,440796530501,480408565423
1760290572.2153976,51.7,17300164608,134892691456,167907328,35831015936,583762211840,440796530822,480408565744
1760290572.7162747,51.7,17300164608,134892691456,167907328,35831015936,583762211840,440796547885,480408583094
1760290573.2172601,51.7,17300164608,134892691456,167907328,35831015936,583762211840,440796549246,480408584455
1760290573.71826,51.7,17300938752,134892691456,167907328,35831015936,583762211840,440796573851,480408609456
1760290574.2192426,51.7,17301454848,134892691456,167907328,35831015936,583762211840,440796574796,480408610401
1760290574.7203262,51.6,17301712896,134892691456,167907328,35831015936,583762211840,440796590248,480408626177
1760290575.2213402,51.7,17301712896,134892691456,167907328,35831015936,583762220032,440796590569,480408626498
1760290575.7222617,51.7,17301970944,134892691456,167907328,35831015936,583762220032,440796606021,480408642089
1760290576.2231965,51.7,17302745088,134892691456,167907328,35831015936,583762220032,440796606342,480408642410
1760290576.7241318,51.7,17304809472,134892691456,167907328,35831015936,583762220032,440796621794,480408658122
1760290577.2251377,51.6,17304809472,134892691456,167907328,35831015936,583762220032,440796622115,480408658443
1760290577.7261326,51.7,17305067520,134892691456,167907328,35831015936,583762220032,440796638332,480408674551
1760290578.2270272,51.6,17307131904,134892691456,167907328,35831015936,583762220032,440796638653,480408674872
1760290578.7278888,51.6,17307131904,134892691456,167907328,35831015936,583762220032,440796658866,480408695239
1760290579.2288058,52.0,17340936192,134892691456,167907328,35831015936,583762220032,440796659187,480408695560
1760290579.729863,51.8,17337499648,134892691456,167907328,35831015936,583762220032,440796675345,480408712134
1760290580.2307243,51.7,17355563008,134892691456,167907328,35831015936,583762220032,440796675666,480408712455
1760290580.7313824,51.7,17349070848,134892691456,167907328,35831015936,583762220032,440796691679,480408729010
1760290581.2322824,51.7,17348902912,134892691456,167907328,35831015936,583762220032,440796692000,480408729331
1760290581.733157,51.8,17361985536,134892691456,167907328,35831015936,583762220032,440796708777,480408746350
1760290582.2340174,51.7,17360191488,134892691456,167907328,35831015936,583762220032,440796709098,480408746671
1760290582.7348924,51.8,17367072768,134892691456,167907328,35831015936,583762220032,440796726495,480408764045
1760290583.2357433,51.7,17367072768,134892691456,167907328,35831015936,583762220032,440796727856,480408765406
1760290583.7366185,51.9,17383747584,134892691456,167907328,35831015936,583762220032,440796752789,480408790434
1760290584.23757,51.6,17383170048,134892691456,167907328,35831015936,583762220032,440796753734,480408791379
1760290584.7386634,51.8,17379164160,134892691456,167907328,35831015936,583762220032,440796769542,480408807196
1760290585.2400358,51.8,17398419456,134892691456,167907328,35831015936,583762220032,440796769863,480408807517
1760290585.7417984,51.7,17385512960,134892691456,167907328,35831015936,583762220032,440796786444,480408824514
1760290586.2427711,51.8,17401729024,134892691456,167907328,35831015936,583762220032,440796786765,480408824835
